0,0,path,30,30
0,30,path,30,30
0,60,path,30,30
0,90,path,30,30
0,120,path,30,30
0,150,path,30,30
0,180,path,30,30
0,210,path,30,30
0,240,lava,30,30
0,270,lava,30,30
0,300,lava,30,30
0,330,lava,30,30
0,360,lava,30,30
0,390,lava,30,30
0,420,lava,30,30
0,450,lava,30,30
0,480,lava,30,30
0,510,path,30,30
0,540,path,30,30
0,570,path,30,30
0,600,path,30,30
0,630,path,30,30
30,0,path,30,30
30,30,path,30,30
30,60,path,30,30
30,90,path,30,30
30,120,path,30,30
30,150,path,30,30
30,180,path,30,30
30,210,path,30,30
30,240,path,30,30
30,270,path,30,30
30,300,lava,30,30
30,330,lava,30,30
30,360,lava,30,30
30,390,lava,30,30
30,420,lava,30,30
30,450,path,30,30
30,480,path,30,30
30,510,path,30,30
30,540,path,30,30
30,570,path,30,30
30,600,path,30,30
30,630,path,30,30
60,0,path,30,30
60,30,path,30,30
60,60,path,30,30
60,90,path,30,30
60,120,path,30,30
60,150,rock,30,30
60,180,path,30,30
60,210,path,30,30
60,240,path,30,30
60,270,path,30,30
60,300,path,30,30
60,330,lava,30,30
60,360,lava,30,30
60,390,lava,30,30
60,420,path,30,30
60,450,path,30,30
60,480,path,30,30
60,510,path,30,30
60,540,path,30,30
60,570,path,30,30
60,600,path,30,30
60,630,path,30,30
90,0,path,30,30
90,30,path,30,30
90,60,path,30,30
90,90,volcano,30,30
90,120,volcanot,30,30
90,150,volcanot,30,30
90,180,volcanot,30,30
90,210,path,30,30
90,240,path,30,30
90,270,path,30,30
90,300,path,30,30
90,330,path,30,30
90,360,path,30,30
90,390,path,30,30
90,420,path,30,30
90,450,path,30,30
90,480,path,30,30
90,510,path,30,30
90,540,path,30,30
90,570,path,30,30
90,600,path,30,30
90,630,path,30,30
120,0,path,30,30
120,30,path,30,30
120,60,path,30,30
120,90,volcanot,30,30
120,120,volcanot,30,30
120,150,volcanot,30,30
120,180,volcanot,30,30
120,210,path,30,30
120,240,path,30,30
120,270,path,30,30
120,300,path,30,30
120,330,path,30,30
120,360,path,30,30
120,390,path,30,30
120,420,path,30,30
120,450,path,30,30
120,480,path,30,30
120,510,rock,30,30
120,540,path,30,30
120,570,rock,30,30
120,600,path,30,30
120,630,path,30,30
150,0,path,30,30
150,30,path,30,30
150,60,path,30,30
150,90,volcanot,30,30
150,120,volcanot,30,30
150,150,volcanot,30,30
150,180,volcanot,30,30
150,210,path,30,30
150,240,path,30,30
150,270,path,30,30
150,300,path,30,30
150,330,path,30,30
150,360,path,30,30
150,390,path,30,30
150,420,path,30,30
150,450,bones,30,30
150,480,volcano,30,30
150,510,volcanot,30,30
150,540,volcanot,30,30
150,570,volcanot,30,30
150,600,path,30,30
150,630,path,30,30
180,0,path,30,30
180,30,rock,30,30
180,60,lava,30,30
180,90,volcanot,30,30
180,120,volcanot,30,30
180,150,volcanot,30,30
180,180,volcanot,30,30
180,210,bones,30,30
180,240,path,30,30
180,270,path,30,30
180,300,path,30,30
180,330,path,30,30
180,360,path,30,30
180,390,path,30,30
180,420,path,30,30
180,450,bones,30,30
180,480,volcanot,30,30
180,510,volcanot,30,30
180,540,volcanot,30,30
180,570,volcanot,30,30
180,600,path,30,30
180,630,path,30,30
210,0,path,30,30
210,30,lava,30,30
210,60,lava,30,30
210,90,lava,30,30
210,120,path,30,30
210,150,path,30,30
210,180,bones,30,30
210,210,bones,30,30
210,240,path,30,30
210,270,path,30,30
210,300,path,30,30
210,330,path,30,30
210,360,path,30,30
210,390,path,30,30
210,420,path,30,30
210,450,rock,30,30
210,480,volcanot,30,30
210,510,volcanot,30,30
210,540,volcanot,30,30
210,570,volcanot,30,30
210,600,path,30,30
210,630,path,30,30
240,0,lava,30,30
240,30,lava,30,30
240,60,lava,30,30
240,90,path,30,30
240,120,path,30,30
240,150,path,30,30
240,180,path,30,30
240,210,path,30,30
240,240,path,30,30
240,270,path,30,30
240,300,path,30,30
240,330,path,30,30
240,360,path,30,30
240,390,path,30,30
240,420,path,30,30
240,450,path,30,30
240,480,volcanot,30,30
240,510,volcanot,30,30
240,540,volcanot,30,30
240,570,volcanot,30,30
240,600,path,30,30
240,630,path,30,30
270,0,lava,30,30
270,30,lava,30,30
270,60,path,30,30
270,90,path,30,30
270,120,path,30,30
270,150,path,30,30
270,180,path,30,30
270,210,path,30,30
270,240,path,30,30
270,270,path,30,30
270,300,path,30,30
270,330,path,30,30
270,360,path,30,30
270,390,path,30,30
270,420,path,30,30
270,450,path,30,30
270,480,path,30,30
270,510,path,30,30
270,540,path,30,30
270,570,path,30,30
270,600,path,30,30
270,630,path,30,30
300,0,path,30,30
300,30,path,30,30
300,60,grass,30,30
300,90,path,30,30
300,120,path,30,30
300,150,path,30,30
300,180,grass,30,30
300,210,grasspath,30,30
300,240,grass,30,30
300,270,water,30,30
300,300,water,30,30
300,330,grass,30,30
300,360,grass,30,30
300,390,water,30,30
300,420,water,30,30
300,450,path,30,30
300,480,path,30,30
300,510,path,30,30
300,540,path,30,30
300,570,path,30,30
300,600,path,30,30
300,630,grass,30,30
330,0,bones,30,30
330,30,bones,30,30
330,60,grass,30,30
330,90,tree,30,30
330,120,grass,30,30
330,150,tree,30,30
330,180,grass,30,30
330,210,grass,30,30
330,240,grass,30,30
330,270,water,30,30
330,300,water,30,30
330,330,grass,30,30
330,360,grass,30,30
330,390,water,30,30
330,420,water,30,30
330,450,water,30,30
330,480,water,30,30
330,510,grass,30,30
330,540,path,30,30
330,570,path,30,30
330,600,grass,30,30
330,630,grass,30,30
360,0,bones,30,30
360,30,grass,30,30
360,60,tree,30,30
360,90,grass,30,30
360,120,grass,30,30
360,150,grasspath,30,30
360,180,grass,30,30
360,210,grass,30,30
360,240,grasspath,30,30
360,270,water,30,30
360,300,grass,30,30
360,330,grass,30,30
360,360,grass,30,30
360,390,grass,30,30
360,420,water,30,30
360,450,water,30,30
360,480,water,30,30
360,510,grasspath,30,30
360,540,grass,30,30
360,570,grass,30,30
360,600,grass,30,30
360,630,tree,30,30
390,0,grass,30,30
390,30,grass,30,30
390,60,grass,30,30
390,90,grass,30,30
390,120,grasspath,30,30
390,150,grasspath,30,30
390,180,grasspath,30,30
390,210,grass,30,30
390,240,grasspath,30,30
390,270,grass,30,30
390,300,grass,30,30
390,330,grass,30,30
390,360,grass,30,30
390,390,grasspath,30,30
390,420,grass,30,30
390,450,water,30,30
390,480,water,30,30
390,510,grasspath,30,30
390,540,grass,30,30
390,570,tree,30,30
390,600,grass,30,30
390,630,grass,30,30
420,0,grasspath,30,30
420,30,tree,30,30
420,60,grasspath,30,30
420,90,grasspath,30,30
420,120,grasspath,30,30
420,150,grasspath,30,30
420,180,tree,30,30
420,210,grasspath,30,30
420,240,grasspath,30,30
420,270,grass,30,30
420,300,grass,30,30
420,330,grass,30,30
420,360,grass,30,30
420,390,grass,30,30
420,420,grass,30,30
420,450,grasspath,30,30
420,480,water,30,30
420,510,water,30,30
420,540,grasspath,30,30
420,570,grasspath,30,30
420,600,grass,30,30
420,630,grass,30,30
450,0,tree,30,30
450,30,grass,30,30
450,60,tree,30,30
450,90,grasspath,30,30
450,120,grasspath,30,30
450,150,grasspath,30,30
450,180,grasspath,30,30
450,210,grasspath,30,30
450,240,grass,30,30
450,270,grasspath,30,30
450,300,grass,30,30
450,330,grass,30,30
450,360,grass,30,30
450,390,tree,30,30
450,420,grasspath,30,30
450,450,grasspath,30,30
450,480,grasspath,30,30
450,510,water,30,30
450,540,grasspath,30,30
450,570,grasspath,30,30
450,600,grasspath,30,30
450,630,grass,30,30
480,0,grass,30,30
480,30,grass,30,30
480,60,grass,30,30
480,90,grasspath,30,30
480,120,grasspath,30,30
480,150,grasspath,30,30
480,180,grasspath,30,30
480,210,grasspath,30,30
480,240,grass,30,30
480,270,grasspath,30,30
480,300,grass,30,30
480,330,grasspath,30,30
480,360,grass,30,30
480,390,grasspath,30,30
480,420,grasspath,30,30
480,450,grasspath,30,30
480,480,water,30,30
480,510,water,30,30
480,540,grasspath,30,30
480,570,grasspath,30,30
480,600,tree,30,30
480,630,grasspath,30,30
510,0,grasspath,30,30
510,30,grasspath,30,30
510,60,grasspath,30,30
510,90,grasspath,30,30
510,120,grasspath,30,30
510,150,grasspath,30,30
510,180,grasspath,30,30
510,210,grasspath,30,30
510,240,grasspath,30,30
510,270,tree,30,30
510,300,grasspath,30,30
510,330,grasspath,30,30
510,360,grasspath,30,30
510,390,grasspath,30,30
510,420,grasspath,30,30
510,450,water,30,30
510,480,water,30,30
510,510,water,30,30
510,540,grasspath,30,30
510,570,grasspath,30,30
510,600,grasspath,30,30
510,630,grass,30,30
540,0,grasspath,30,30
540,30,grasspath,30,30
540,60,grasspath,30,30
540,90,grasspath,30,30
540,120,grasspath,30,30
540,150,grasspath,30,30
540,180,grasspath,30,30
540,210,grasspath,30,30
540,240,grass,30,30
540,270,grass,30,30
540,300,grasspath,30,30
540,330,grasspath,30,30
540,360,grasspath,30,30
540,390,grasspath,30,30
540,420,grasspath,30,30
540,450,bridge,30,30
540,480,bridge,30,30
540,510,grasspath,30,30
540,540,grass,30,30
540,570,grasspath,30,30
540,600,grass,30,30
540,630,grass,30,30
570,0,grasspath,30,30
570,30,grasspath,30,30
570,60,grasspath,30,30
570,90,grasspath,30,30
570,120,grasspath,30,30
570,150,tree,30,30
570,180,grasspath,30,30
570,210,grasspath,30,30
570,240,grasspath,30,30
570,270,grasspath,30,30
570,300,grasspath,30,30
570,330,grasspath,30,30
570,360,grasspath,30,30
570,390,grasspath,30,30
570,420,grasspath,30,30
570,450,bridge,30,30
570,480,bridge,30,30
570,510,grass,30,30
570,540,grass,30,30
570,570,grasspath,30,30
570,600,tree,30,30
570,630,grass,30,30
600,0,grasspath,30,30
600,30,grasspath,30,30
600,60,grasspath,30,30
600,90,grasspath,30,30
600,120,grasspath,30,30
600,150,grasspath,30,30
600,180,grasspath,30,30
600,210,grass,30,30
600,240,grasspath,30,30
600,270,water,30,30
600,300,water,30,30
600,330,water,30,30
600,360,water,30,30
600,390,grasspath,30,30
600,420,tree,30,30
600,450,water,30,30
600,480,water,30,30
600,510,grass,30,30
600,540,grasspath,30,30
600,570,grass,30,30
600,600,grass,30,30
600,630,grass,30,30
630,0,grass,30,30
630,30,grasspath,30,30
630,60,grass,30,30
630,90,grass,30,30
630,120,grass,30,30
630,150,grasspath,30,30
630,180,grass,30,30
630,210,grass,30,30
630,240,water,30,30
630,270,water,30,30
630,300,water,30,30
630,330,water,30,30
630,360,water,30,30
630,390,water,30,30
630,420,water,30,30
630,450,water,30,30
630,480,water,30,30
630,510,grass,30,30
630,540,grass,30,30
630,570,grass,30,30
630,600,grass,30,30
630,630,grass,30,30
